company-externalId,company-name,company-owner,company-locationName,company-Address,company-phone,company-phone2,company-website,company-locationCity,company-locationState,company-locationZipCode,company-locationCountry,company-locationDistrict,company-Note
19,2-CDP,jean-francois.sauve@dempton.com,,,,,,,,,,,"Company Status: Active


"
20,Autodesk Canada Co.,jean-francois.sauve@dempton.com,"10 rue Duke, Montréal, QC, H3C 2L7","10 rue Duke, Montréal, QC, H3C 2L7",(514) 393-1616,,http://www.softimage.com/,Montréal,QC,H3C 2L7,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: (Lyn - 2/05/09 3:39 PM)
Softimage aquired by Autodesk.

Softimage:
Softimage Co. delivers innovative 3D animation tools to digital artists in the games, film, and television industries. Its product line includes SOFTIMAGE|XSI, the most advanced 3D software for modeling, animating and rendering; SOFTIMAGE|FACE ROBOT®, the first product for lifelike facial animation; and SOFTIMAGE|CAT™, a complete character animation system plug-in.

Autodesk: 
Conception de systèmes informatiques et services connexes
330 employés
"
21,Hydro-Québec (Consultant CoFoMo),jean-francois.sauve@dempton.com,,,(514)  840-3000 Poste:6283,(514)  583-9441,,,,,,,"Company Status: Active


"
22,Jean Coutu,jean-francois.sauve@dempton.com,"2165 de la Province, Longueuil, QC, J4G 1Y6","2165 de la Province, Longueuil, QC, J4G 1Y6","(450) 646-9760 ",,http://www.jeancoutu.com/,Longueuil,QC,J4G 1Y6,,,"Company Status: Active
Sic: B
Pipeline Status: 1: New Lead
Description: Shop Microsoft, aussi legacy Delphi et AS400"
23,Veda Solutions,jean-francois.sauve@dempton.com,"606, rue Cathcart, Montréal, QC, H3B 1K9","606, rue Cathcart, Montréal, QC, H3B 1K9","(514) 866-4545 ",(514) 951-2866,http://www.veda.ca/clientele.php,Montréal,QC,H3B 1K9,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
24,Cogeco,jean-francois.sauve@dempton.com,"5, Place Ville-Marie, Montréal, QC, H3B 2G2","5, Place Ville-Marie, Montréal, QC, H3B 2G2","(514) 874-0300 ",(514) 874-2600,http://www.cogeco.com/,Montréal,QC,H3B 2G2,,,"Company Status: Active
Sic: A
Pipeline Status: 5: Client
Description: 


(JeanFranS - 2013-06-17 1:53 PM)
AO en Janvier 2013 pour 3 ans + 2 années d'option.

Environnement technologique:

Oracle EBS (Finance, HRMS, OTL)
webMethods

Telecommunication OSS (Operations Support System), Messaging System (JMS, Web Services), Services Framework (HighDeal Pricing and Rating, Provisioning, Work Order), Cable Modem/MTA (internet and telephony) provisioning system expert, SNMP, TL1, System integration with WebMethods, System integration salesforce.com and apex
Technologies: Tomcat, ActiveMQ, DBCP, REST, SOAP, XML-RPC, Maven, ANT, Struts, Struts2, Spring Framework, JSP, Hibernate, IBatis, AppFuse, GWT


Biling systeme quebec Shareware
Biling systeme ontario ITC
Consolidation des systèmes en vue de se débarasser des systèmes legacy AS400 et ITC
Pour faire la communication entre les systèmes, l'équipe d'intégration avait le mandat d'intégrer
Toutes les nouvelles techno front end ( mobile ipad box ) passait par webmethods, webmethods fait la communication avec les système de comm en avant et ceux derrière ( facturation ).
On veut aussi remplacer webmethods par IBM.

menace : pas d'expertise ibm à l'interne, sonia a été promue dans un autre rôle, la charge de l'équipe intégration revient à une personne qui est à Burlington
Sonia : équipe CSIL et CARS"
25,2-FX innovation,jean-francois.sauve@dempton.com,"620, St-Jacques, Montréal, QC, H3C 1C7","620, St-Jacques, Montréal, QC, H3C 1C7","(514) 525-5777 ",,http://www.fxinnovation.com/,Montréal,QC,H3C 1C7,,,"Company Status: Active
Sic: C
Pipeline Status: 4: Established relation
"
26,Cossette,jean-francois.sauve@dempton.com,"2100, rue Drummond, Montréal, QC, H3G 1X1","2100, rue Drummond, Montréal, QC, H3G 1X1","(514)  270-8782 ","(514) 845-2727 ",http://www.cossette.com/www/accueil.php,Montréal,QC,H3G 1X1,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
27,Logic-6,jean-francois.sauve@dempton.com,"2520, rue Nantel, Brossard, QC, J4Y 1R7","2520, rue Nantel, Brossard, QC, J4Y 1R7","(450) 656-9595 ",(514)  992-6940,http://www.logic-6.com/index.htm,Brossard,QC,J4Y 1R7,,,"Company Status: Active
Sic: C
Pipeline Status: 4: Established relation
"
28,Pratt & Whitney Canada,jean-francois.sauve@dempton.com,"1000 Marie-Victorin Blvd., Longueuil, QC, J4G 1A1","1000 Marie-Victorin Blvd., Longueuil, QC, J4G 1A1",(450) 647-9411,(450) 677-9411,http://www.pwc.ca/,Longueuil,QC,J4G 1A1,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: Modules SAP: HR"
29,Metro,jean-francois.sauve@dempton.com,"11 011, boul. Maurice-Duplessis, Montréal, QC, H1C 1V6","11 011, boul. Maurice-Duplessis, Montréal, QC, H1C 1V6","(514) 643-1000 ",,http://www.metro.ca/corpo/accueil.fr.html,Montréal,QC,H1C 1V6,,,"Company Status: Active
Sic: B
Pipeline Status: 1: New Lead
"
30,Ultramar,jean-francois.sauve@dempton.com,"2200, avenue McGill College, Montréal, QC, H3A 3L3","2200, avenue McGill College, Montréal, QC, H3A 3L3","(514) 499-6111 ",,http://www.ultramar.ca/HomePage.htm,Montréal,QC,H3A 3L3,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
31,"Desjardins, Fédération des caisses populaires",jean-francois.sauve@dempton.com,,,(514) 281-7000 poste 4365,,,,,,,,"Company Status: Active


"
32,Andante Consulting - IT Chapter,jean-francois.sauve@dempton.com,,,,(514)  559-7003,,,,,,,"Company Status: Active


"
33,Bourse de Montréal,jean-francois.sauve@dempton.com,"800, Victoria Square, Montréal, QC, H4Z 1A1","800, Victoria Square, Montréal, QC, H4Z 1A1",(514) 871-2424,,http://www.m-x.ca/accueil_fr.php,Montréal,QC,H4Z 1A1,,,"Company Status: Active
Sic: B
Pipeline Status: 1: New Lead
Description: (Lyn - 2/16/10 9:12 AM)
Jocelyn Dutrisak says at the Bourse there are 103 people in IT and half are under him (5 PMs).

"
34,CGI - CDPQ,jean-francois.sauve@dempton.com,"Montréal, QC, ","Montréal, QC, ",(514) 847-2000,,,Montréal,QC,,,,"Company Status: Active
Sic: C
Pipeline Status: 3: Done transactions with
"
35,Domtar,jean-francois.sauve@dempton.com,"395 de Maisonneuve Blvd West, Montréal, QC, H3A 1L6","395 de Maisonneuve Blvd West, Montréal, QC, H3A 1L6",(514) 848-5555,,http://www.domtar.com/en/,Montréal,QC,H3A 1L6,,,"Company Status: Active
Sic: C
Pipeline Status: 4: Established relation
Description: (Admin - 3/13/2013 4:02 PM)

Fondée en 1848 en Angleterre, l’aïeule de Domtar a commercialisé un procédé spécial qui empêchait le bois de pourrir. Les compagnies de chemin de fer avaient besoin de protéger des millions de traverses de rail et les affaires étaient florissantes. Aujourd’hui, Domtar est devenue le plus grand fabricant intégré et distributeur de papiers fins non couchés en Amérique du Nord et le deuxième plus important au monde. Domtar est également devenue un des plus importants fabricants de pâte à papier en Amérique du Nord. Elle est désormais tout en haut de l’échelle de son industrie. Domtar se retrouve parmi les fabricants de papiers les plus concurrentiels en termes de coûts en Amérique du Nord.  Nos points forts : la meilleure main-d’œuvre de notre industrie, des actifs efficaces, des produits de haute qualité, des marques solides et une équipe de direction chevronnée formée d’experts confirmés dans leur domaine.    


(Lyn - 1/07/10 3:25 PM)
Johanne est la dame à la réception.

(Lyn - 9/23/08 10:37 AM)
Claude Lussier m'a dit que Domtar à environ 70 serveurs HP, ils en auront une centaine d'ici bientôt (merge avec Weyerhaeuser).

(Lyn - 26/05/2008 9:41 AM)
Mario Perron (in charge of OP at Domtar), says that he has 3 teams of 6 groups:
-Win Admin
-Unix Admin
-Network Admin (telecom)
-Stockage (backup, HP, Sun)
-SAP Basis Portal (Unix)
-DBA Oracle / SQL

Modules SAP: SD, MM, FI,CO (COPA),PS,PP, PM and APO/SCM

"
36,FX innovation,jean-francois.sauve@dempton.com,,,Tel : 514-525-5777 ext : 341,,,,,,,,"Company Status: Active


"
37,Latitude 3,jean-francois.sauve@dempton.com,"Montréal, QC, ","Montréal, QC, ",(514) 883-3847,,http://www.latitude3.ca/,Montréal,QC,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
38,Loto-Québec,jean-francois.sauve@dempton.com,"500, rue Sherbrooke Ouest, Montréal, QC, H3A 3G6","500, rue Sherbrooke Ouest, Montréal, QC, H3A 3G6","(514) 282-8000 ",,http://lotoquebec.com/corporatif/nav/accueil,Montréal,QC,H3A 3G6,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: (MarieJosee - 5/10/2017 10:48 AM)
Le Boni cible de nos gestionnaires de ce niveau est de 9% des gains admissibles de l’année de référence. La Société doit toutefois atteindre certaines cibles dont la capacité de payer et avoir dégagé les bénéfices exigés par le gouvernement.

Au niveau des avantages sociaux :
-	Semaine régulière de 35hres (pour les employés). Je ne dis pas que c’est ce que le chef de service fera, mais la conciliation travail-Vie personnelle est importante pour nous.
-	4 semaines de vacances (après 1 an entre le 1er avril et le 31 mars, sinon au prorata)
-	Régime de retraite à prestation déterminée
-	Régime d’assurances collectives flexible
-	Stationnement subventionné (avantage imposable)
-	Bilan de santé, programme de planification financière (250$/année), programme de conditionnement physique (250$/année)
-	13 jours fériés
-	Divers programmes de prévention de la santé (ex vaccination pour la grippe)
-	Rabais aux employés dans les établissements hôteliers et de restauration rattachés aux Casinos


(Jennifer - 2011-12-09 11:07 AM)
(Jennifer - 2011-10-06 10:31 AM)
Madame De courvale est à la retraite, remplacée par Jean-Pierre David
Secrétaire : Marie-Josée St-Pierre

(JeanFranS - 13/09/2011 1:07 PM)
Le message réfère à Félix Camiron-Dufour

Les accréditation sont valides jusqu'en Décembre 2011.
Elle me recommande de communiquer avec elle en septembre.
"
111,Telus,lyn.dubreuil@dempton.com,"630 René-Lévesque, Montréal, QC, H3B 1S6","630 René-Lévesque, Montréal, QC, H3B 1S6",(877) 520-1212,,http://www2.telus.com/cgi-ebs/jsp/homepage.jsp,Montréal,QC,H3B 1S6,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: Solutions d'affaires: 514-392-0373 - 111 Duke, Suite 4200 Montréal, QC, H3C 2M1
"
112,Hartco,lyn.dubreuil@dempton.com,"9393, Louis-H.-Lafontaine, Montréal, QC, H1J 1Y8","9393, Louis-H.-Lafontaine, Montréal, QC, H1J 1Y8",(514) 354-0580,,www.hartco.com,Montréal,QC,H1J 1Y8,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
232,Genilan,jean-francois.sauve@dempton.com,,,"(514) 890-1001 ",,,,,,,,"Company Status: Active
Sic: C
Pipeline Status: 4: Established relation
"
39,UAP NAPA,jean-francois.sauve@dempton.com,"2085 Avenue Haig, Montréal, QC, H1N 3E2","2085 Avenue Haig, Montréal, QC, H1N 3E2",(514) 251-6540,(514) 816-1466,http://www.uapinc.com/client/en/uap/GPC-profile.html,Montréal,QC,H1N 3E2,,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 5: Client
Description: (LiseF - 24/09/2018 8:53 AM)
***J'ai ajouté une présentation corporative de UAP dans les documents

(LiseF - 05/09/2018 11:19 AM)

Les heures travaillées chez UAP sont de 37.5hres/semaine
"
40,2-Nortel,jean-francois.sauve@dempton.com,"2351 Alfred-Nobel, Saint-Laurent, QC, H4S 2A9","2351 Alfred-Nobel, Saint-Laurent, QC, H4S 2A9",(514) 818-3409,(514) 212-5155,http://www.nortel.com/,Saint-Laurent,QC,H4S 2A9,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
41,RIO (Régie des installations olympiques),jean-francois.sauve@dempton.com,"4141, avenue Pierre-De Coubertin, Montréal, QC, H1V 3N7","4141, avenue Pierre-De Coubertin, Montréal, QC, H1V 3N7",(514) 252-4141,,http://www.rio.gouv.qc.ca/,Montréal,QC,H1V 3N7,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
42,RONA,jean-francois.sauve@dempton.com,"2165, de la Province, Longueuil, QC, J4G 1Y6","2165, de la Province, Longueuil, QC, J4G 1Y6",(514) 599-5900,(877) 599-5900,http://www.rona.ca/contenu/accueil,Longueuil,QC,J4G 1Y6,,Montreal,"Company Status: Active
Sic: A
Pipeline Status: 5: Client
Description: (LiseF - 05/09/2018 11:18 AM)

Les heures travaillées chez RONA sont de 37.5hres/semaine

(LiseF - 20/08/2018 1:44 PM)

Nouvelle procédure pour l'enquête de sécurité:

La procédure a changé depuis le mois de juillet. On vient de m’aviser.

Je te fais suivre un document qui doit être rempli par le candidat.(le document est attaché dans l'onglet Document)

Ensuite, le candidat doit venir nous le remettre avec des pièces d’identités.

Extrait du formulaire pour les pièces d’identités; 

1.	La première pièce d’identité doit être délivrée par un gouvernement et comporter le nom complet du/de la candidat(e), sa date de naissance, sa photo et sa signature. Exemples : permis de conduire, passeport, carte de résident permanent, certificat du statut d’Indien. 
2.	La deuxième pièce d’identité n’a pas besoin d’être délivrée par un gouvernement. Elle doit, au minimum, comporter le nom complet du/de la candidat(e). Exemples : autre pièce d’identité avec photo délivrée par un gouvernement, certificat de naissance, carte d’étudiant, carte d’adhésion à une bibliothèque



(MarieJosee - 3/20/2017 9:42 AM)
Nouvelle adresse des TI
2165, de la Province 
Longueuil (Québec) J4G 1Y6
Tél. / Phone : 514.599.5900 # 8474
Cell. : 514-246-7080
Dominick.samson@rona.ca
www.lowes.ca 


(MarieJosee - 2/3/2017 11:28 AM)
Lowe’s Companies (NYSE : LOW) est une société du secteur de la rénovation résidentielle faisant partie du palmarès FORTUNEMD 50. Elle sert plus de 17 millions de clients par semaine aux États-Unis, au Canada et au Mexique. Avec des ventes de 59,1 milliards de dollars américains pour l’exercice 2015, Lowe’s compte plus de 2 355 quincailleries et magasins de rénovation résidentielle et 285 000 employés. Établies à Boucherville au Québec, les activités canadiennes de Lowe’s, dont celles de RONA, une filiale à part entière de Lowe’s, exploitent ensemble plus de 535 magasins corporatifs et de marchands affiliés indépendants dans nombre de formats complémentaires, sous diverses bannières. Celles-ci incluent Lowe’s, RONA, Réno-Dépôt, Marcil, Dick’s Lumber et Ace. Ces organisations comptent au Canada plus de 24 000 employés ainsi que de plus de 5 000 employés dans les magasins des détaillants affiliés indépendants de RONA. Pour plus de renseignements, veuillez consulter le site Lowes.ca.



Environnement TI avec plus de 350 ressources au siège social de Boucherville. Environ 20% sont consultants.
ERP = Oracle... 3 modules (HR, Fin et accounting)
Intégration = Tibco

(Lyn - 07/07/2008 4:04 PM)
Principales filiales :  RONA Revy, Réno-Dépôt, Totem Building Supplies, Chester Dawe, Botanix, Dick's Lumber, Curtis, Noble Trade  



"
43,2-SNC Lavalin,jean-francois.sauve@dempton.com,,,(514)  393-8000 poste: 6149,,,,,,,,"Company Status: Active


"
44,2-SQ,jean-francois.sauve@dempton.com,"1701, rue Parthenais, Montréal, QC, H2K 3S7","1701, rue Parthenais, Montréal, QC, H2K 3S7",(514)  590-5125,,,Montréal,QC,H2K 3S7,,,"Company Status: Active
Sic: A
Pipeline Status: 1: New Lead
Description: 1701, rue Parthenais, UO 2160
Montréal (Québec) H2K 3S7"
45,Transcontinental,jean-francois.sauve@dempton.com,"1, Place Ville Marie, Montréal, QC, H3B 3N2","1, Place Ville Marie, Montréal, QC, H3B 3N2",(514) 392-9000,(514) 954-4000,http://www.transcontinental.com/fr/index.html,Montréal,QC,H3B 3N2,,,"Company Status: Active
Sic: B
Pipeline Status: 2: Visited
Description: (Jennifer - 2014-03-07 12:58 PM)
Qualification de ressources en gestion de projet : 
Instantis, entreprise project portfolio management system dans le cloud - Oracle 
Vision - BPM
Expérience dans au moins 3 projets de plus de 1 milion de dollars



(JeanFranS - 2012-12-10 10:27 PM)

Envergure/Efforts
 190 employés en TI/Opération de 37 millions de dollars
Budget de projet – CAPEX annuel 10M
 
--


Adresse du centre des services administratifs
400 Sainte-Croix Avenue, Suite 100 East St.Laurent, Quebec H4N 3L4 (édifice Provigo)


(Lyn - 10/30/09 3:02 PM)
Hamoudi (chef du Dev technique) and Blair (chef des ressources fonctionnelles) told me team includes:
5x HR Payroll
5x Devs
5x Analyste finance
7x Sys Admin
4x DBA

(Lyn - 9/02/09 3:33 PM)
Stéphane Bénard me dit que les avantages sociaux sont:
-Semaine normal: 37.5hrs
-Horraire flexible
-Temps cumulé
-Overtime payé
-Overtime au dessus de 40 heures payé en temps et demi
-Semaine entre Noël et Jour de l'an fermé & payé
-Assurance payé à 100% (individuel ou familiale)
-Plan REER (ils cotisent environ la moitié de ce qui est versé)

Station de métro: DuCollège."
46,Ubisoft,jean-francois.sauve@dempton.com,"5505 boul Saint-Laurent, Montréal, QC, H2T 1S6","5505 boul Saint-Laurent, Montréal, QC, H2T 1S6",(514) 490-2000,,http://www.ubisoftgroup.com/index.php?p=46&art_id=,Montréal,QC,H2T 1S6,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: (JeanFranS - 2013-05-14 8:47 PM)
Ne travaille pas avec les firmes, sauf en de rares occasions. 

"
47,VM6,jean-francois.sauve@dempton.com,"759 Square Victoria, Montréal, QC, H2Y 2J7","759 Square Victoria, Montréal, QC, H2Y 2J7",(514) 990-1221,(514) 989-8338,http://www.vm6.ca/Home.aspx,Montréal,QC,H2Y 2J7,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
107,Couche-Tard,lyn.dubreuil@dempton.com,"1600, boul. St-Martin Est, Laval, QC,  H7G 4S7","1600, boul. St-Martin Est, Laval, QC,  H7G 4S7",(450) 662-6632,(800) 361-2612,,Laval,QC," H7G 4S7",,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
Description: Alimentation Couche-Tard inc.
1600, boul. St-Martin Est
Tour B, # 200
Laval (Québec) H7G 4S7 

Tél : (450) 662-6632 or (800) 361-2612
Téléc : (450) 662-6633
Service à la clientèle : (888) 999-9301 
Service à la clientèle : info@couche-tard.com 

"
110,Babel Media,lyn.dubreuil@dempton.com,"1751 Rue Richardson, Montréal, QC, H3K 1G6","1751 Rue Richardson, Montréal, QC, H3K 1G6",(514) 904-3700,,http://www.babelmedia.com/cpchh_overview.php,Montréal,QC,H3K 1G6,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: (Lyn - 1/23/09 3:13 PM)
Salaries are quite low: 45 to 55k/yr for a permanent PM!

"
937,3-Grisspasta,marie-josee.tremblay@dempton.com,"Longueuil, ","Longueuil, ",,,,Longueuil,,,,Montreal,"Company Status: Active

Pipeline Status: 1: New Lead
"
113,IBM,david.bordez@dempton.com,"Montréal, QC, ","Montréal, QC, ",(800) 426-4968,,,Montréal,QC,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
115,Agropur,jean-francois.sauve@dempton.com,"101, boul. Roland-Therrien, Longueuil, QC, J4H 4B9","101, boul. Roland-Therrien, Longueuil, QC, J4H 4B9",(450) 646-1010,,,Longueuil,QC,J4H 4B9,,,"Company Status: Active
Sic: C
Pipeline Status: 2: Visited
Description: (MarieJosee - 1/31/2017 1:25 PM)
Interfacing à rencontré (demo):
•	Francois Despelteau,  Vice-Président Amélioration Opérationnelle at Agropur (il n’occupe plus ce poste)
•	En 2014 : Michael Glenn, Michael Glenn, Directeur, Architecture d'entreprise - Infrastructure & CISO chez Agropur

J’ai parlé à (MAG): 
•	Gaby Jodoin,  Vice-Président Stratégies et Performance organisat at Agropur
•	Simon Lemarbre,  Director Process and systems improvement at Agropur
•	Daniel Paquin,  Conseiller Stratégie & Performance Organisationnel at Agropur
•	Isabelle Leblond,  Directrice Assurance Qualité Opérationnelle - Natr at Agropur
•	Michèle Théberge,  Vice-President, Corporate Quality at Agropur


Equipe de la solution OFICE 365 

(Lyn - 2010-05-19 2:02 PM)
HP-UX, Microsoft environment. 1600 users across 35 sites (Qc, On, BC)


"
118,Desjardins Capital de risque,jean-francois.sauve@dempton.com,"2, complexe Desjardins, Bureau 1717  (Tour Est), Montréal, QC, H5B 1B8","2, complexe Desjardins, Bureau 1717  (Tour Est), Montréal, QC, H5B 1B8","(514) 281-7131 ",,,Montréal,QC,H5B 1B8,,,"Company Status: Active
Sic: B
Pipeline Status: 3: Done transactions with
Description: (Lyn - 4/12/10 10:44 AM)
Sophie Plante from Desjardins Sécurité Financière confirmed that they chose their firms for mandates back in 2009 and it's valid until July 2011.
See HR for perm.


Desjardins Capital de risque
2, complexe Desjardins 
Bureau 1717  (Tour Est)
Case postale 760, Succursale Desjardins
Montréal (Québec)
H5B 1B8 

Téléphone : (514) 281-7131 
Sans frais : 1-866-866-7000 poste 7131
Télécopieur : (514) 281-7808 
"
119,IATA,lyn.dubreuil@dempton.com,"800 Place Victoria, P.O. Box 113, Montreal, QC, H4Z 1M1","800 Place Victoria, P.O. Box 113, Montreal, QC, H4Z 1M1",(514) 874-0202,,http://www.iata.org/index.htm,Montreal,QC,H4Z 1M1,,Montreal,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
120,Penson Canada,carolyn.thibodeau@dempton.com,"360 St. Jacques West, 11th Floor  , Montreal, QC, H2Y 1P5","360 St. Jacques West, 11th Floor  , Montreal, QC, H2Y 1P5",(514) 841-9665,,www.penson.ca,Montreal,QC,H2Y 1P5,,,"Company Status: Active
Sic: C
Pipeline Status: 2: Visited
Description: Numéro non attribué

250 employés"
134,Montréal International,carolyn.thibodeau@dempton.com,"380, rue Saint-Antoine Ouest suite 8000, Montréal, Qc, H2Y 3X7 ","380, rue Saint-Antoine Ouest suite 8000, Montréal, Qc, H2Y 3X7 ","(514) 987-8191 ",,,Montréal,Qc,"H2Y 3X7 ",CA,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
Description: (Admin - 3/4/2013 1:38 PM)

Créé en 1996, Montréal International (MI) est un organisme sans but lucratif issu d’un partenariat privé-public. Sa mission est de contribuer au développement économique du Montréal métropolitain et d’accroître son rayonnement international. MI est financé par quelque 100 membres des secteurs privé et institutionnel, les gouvernements du Canada et du Québec, la Communauté métropolitaine de Montréal, ainsi que la Ville de Montréal.
Mandats

•   Attirer, retenir et favoriser l’expansion d’investissements directs étrangers 
•   Attirer, retenir et soutenir l’expansion d’organisations internationales 
•   Attirer, accueillir et retenir les travailleurs étrangers qualifiés 
•   Promouvoir et renforcer l’attractivité économique et le rayonnement international du Grand Montréal
"
138,Wilson Lafleur,carolyn.thibodeau@dempton.com,"40, rue Notre-Dame Est , Montreal, Qc, H2Y 1B9 ","40, rue Notre-Dame Est , Montreal, Qc, H2Y 1B9 ",(514) 875-6326,,,Montreal,Qc,"H2Y 1B9 ",,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
54,Future Electronics,jean-francois.sauve@dempton.com,"237 Hymus blvd., Pointe-Claire, QC, H9R 5C7","237 Hymus blvd., Pointe-Claire, QC, H9R 5C7",(514) 694-7710,,http://www.futureelectronics.com/home.asp,Pointe-Claire,QC,H9R 5C7,,Montreal,"Company Status: Active
Sic: D
Pipeline Status: 4: Interviewing
Description: 1300 employé dont 10% soit envirion 125 pers. en TI
T2P 6 mois et Consultation

ERP: Oracle EBS, Financier, PeopleSoft EPM Finance HR
Dev: asp et vb.Net, C# ...Visual Studio
Intégration point à point
BI: Information Builder
Collab: SharePoint

BPM = ?"
56,BDC,jean-francois.sauve@dempton.com,"5 Place Ville Marie, Montréal, QC, H3B 5E7 ","5 Place Ville Marie, Montréal, QC, H3B 5E7 ","(514) 283-5904 ",,http://www.bdc.ca/flash.asp,Montréal,QC,"H3B 5E7 ",,,"Company Status: Active
Sic: B
Pipeline Status: 3: Done transactions with
Description: (JeanFranS - 2/7/2013 9:44 AM)
From Toma Belitchki : The ESB is Nevatech Sentinet. The BPMS is Mendix. The Business Rule engine is Blaze Advisor for .Net. The CRM is MS Dynamics.


QualitycCenter 10.2 

Fin année fiscale : 31 mars

(Lyn - 2/16/10 3:04 PM)
2000 users
400 serveurs
Voir avantages: http://www.bdc.ca/en/careers/total_rewards/default.htm
MS mur à mur
Cisco mur à mur
HP mur à mur
Tout est nouveau!

Processus d'embauche dans l'éqiupe OP:
Mandat: 1 rencontre avec gestionnaire et ressource technique
Emploi: 2 rencontres, une avec le gestionnaire et ressource technique et l'autre avec l'équipe!

(Lyn - 8/06/09 2:03 PM)
Consultants ont des contrats de 3 mois.  Les livrables sont en anglais.  Environnement bilingue.  Semaine de 37.5 heures.
60% perm, 40% consultants.  Veulent augmenter le nombre de permanents.
Chaque Directeur utilise les partenaires de leurs choix (en principe, 3 par recherche).
Environnement très Microsoft.

Chantal Lapointe et Heidi Larsen s'occupe des Applications (25).  Chantale a le CRM (.Net), gestion de prets & BI.  
Heidi, elle, s'occupe des applications corporative tel que Peoplesoft (Finance & HR) et du web.
La BDC est une boite MS.  Ils ont aussi Informatica et Business Objects.

(Lyn - 3/17/09 3:18 PM)
120 permanent en TI, représente 10% de la compagnie (mélange de contract et de permanence).
120 perm et 40 consultants + A&E + Accenture.
"
88,Dempton Groupe Conseil,jean-francois.sauve@dempton.com,"486, rue Ste-Catherine Ouest, Montréal, QC, H3B 1A6","486, rue Ste-Catherine Ouest, Montréal, QC, H3B 1A6",(514) 962-1344,(514) 586-7955,http://www.dempton.com/en-php/dempton-en-home.php,Montréal,QC,H3B 1A6,,,"Company Status: Active
Sic: D
Pipeline Status: 0: Prospection
Description: (MylenePe - 11/22/2016 11:12 AM)


NEQ : 1163305247
TPS # 821089273RP0001
TVQ # 1211345400TQ0001



Calendrier 2011 = 251 :

Jan 20
Fév 20
Mars 23
Avril 20
Mai 21
Juin 21
Juillet 20
Août 23
Sept 21
Oct 20
nov 22
Déc 20
"
399,UQAM,isabelle.villeneuve@dempton.com,,,,,,,,,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
104,SOQUIJ,lyn.dubreuil@dempton.com,"715, rue du Square-Victoria, Montréal, QC, H2Y 2H7","715, rue du Square-Victoria, Montréal, QC, H2Y 2H7",(514) 842-8741,,http://soquij.qc.ca/index.aspx,Montréal,QC,H2Y 2H7,,,"Company Status: Active
Sic: D
Pipeline Status: 2: Visited
Description: SOQUIJ: Société québécoise d'information juridique"
114,Compugen,lyn.dubreuil@dempton.com,"9001 Boulevard L'Acadie, Montréal, QC, H4N 3H5","9001 Boulevard L'Acadie, Montréal, QC, H4N 3H5",(514) 736-5200,(514) 341-0505,http://www.compugen.com/,Montréal,QC,H4N 3H5,,,"Company Status: Active
Sic: D
Pipeline Status: 1: New Lead
"
117,VMBL,jean-francois.sauve@dempton.com,"Montréal, ","Montréal, ","(514)  350-2800 ",,,Montréal,,,,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
121,Quebecor Média,carolyn.thibodeau@dempton.com,"612 rue St Jacques, Montréal, QC, H3C 4M8","612 rue St Jacques, Montréal, QC, H3C 4M8","(514) 380-1999 ",,,Montréal,QC,H3C 4M8,CA,,"Company Status: Active
Sic: C
Pipeline Status: 1: New Lead
"
